age,daily_screen_time,social_media_hours,study_hours,sleep_hours,notifications_per_day,focus_score,addiction_level,productivity_score
29,10.21,7.41,3.84,8.48,117,94.79,100,13.36
28,5.54,2.36,4.79,5.62,53,100,50,69.99
34,8.56,4.14,,5.9,87,94.98,50,0
36,7.37,4.31,3.84,7.91,210,100,50,32.16
25,8.77,5,5.26,7.79,218,100,100,35.71
17,8.83,6.4,3.46,,67,100,100,9.15
31,8.29,5.59,5.44,8.77,278,100,100,37.23
26,4.66,3.2,3.61,7.98,232,100,50,38.35
38,2.39,1.74,2.67,6.04,181,100,0,33.35
35,6.56,3.12,2.43,8.11,132,100,50,14.28
29,10.91,5.38,3.29,6.54,156,98.06,100,5.95
30,7.69,4.33,0.18,5.39,31,92.97,50,0
19,10.32,5,5.35,5.51,257,99.19,100,26.32
34,11.92,10.62,6.76,5.12,195,81.3,100,12.8
20,3.64,2.87,2.84,4.72,244,,50,19.3
,8.92,3.56,0.37,4.92,94,91.43,50,2.92
39,8.74,2.65,7.89,4.32,154,100,50,70.96
19,11.8,3.84,2.11,8.44,101,100,50,38.7
17,11.86,,1.01,8.66,102,96.05,100,0
15,8.87,3.27,2.96,6.93,161,96.57,50,34.33
20,4.44,2.75,5.91,8.2,228,100,50,86.56
29,9.99,8.14,2.35,4.92,234,75.84,100,0
16,3.07,2.28,4.6,8.51,274,100,50,69.61
17,9.81,4.21,3.32,6.53,207,100,50,29.88
31,11.1,5.99,0.94,4.34,266,75.66,100,0
39,5.83,3.53,2.64,4.71,274,90.92,50,16.97
38,8.31,6.53,5.8,5.54,,91.79,100,31.44
26,6.3,5.06,4.9,4.22,186,96.07,100,23.13
32,6.38,5.4,0.96,5.55,97,73.16,100,2.65
29,5.1,3.09,1.31,4.3,194,98.7,50,14.09
26,9.62,6.89,5.13,5.18,39,100,100,29.06
30,11.36,4.17,6.51,5.33,115,100,50,68.96
22,11.41,7.29,2.8,8.97,199,89.14,100,0.44
28,3.75,1.68,4.76,5.18,114,100,0,51.41
39,10.75,6.01,1.37,5.2,90,87.45,100,0
31,9.37,6.38,2.49,7.43,209,90.76,100,0
35,4.53,2.06,0.16,8.3,151,100,50,17.17
22,2.67,0.88,6.15,5.94,158,100,0,78.06
29,4.68,1.43,3.21,8.38,294,100,0,49.89
28,11.12,3.48,6.53,5.7,121,100,50,51.45
32,8.33,2.54,5.67,4.99,48,100,50,67.83
34,9.21,3.37,6.63,5.65,37,100,50,57.72
21,4.57,2.03,2.29,7.05,263,100,50,49.76
17,9.19,3.98,1.48,5.84,194,,50,14.41
26,2.28,2.03,7.78,7.36,108,100,,83.34
35,5.75,2.78,5.74,5.18,39,100,50,59.69
38,8.27,3.11,6.67,7.5,37,100,50,64.05
17,3.46,2.17,0.11,5.74,57,100,50,23.47
34,10.23,8.34,2.84,6.28,108,81.78,100,0
28,4.35,3.07,5.94,6.79,169,100,50,63.39
29,8.52,4.07,0.62,7.43,223,95.28,50,6.31
39,6.05,3.85,4.54,5.19,252,95.93,50,31.27
28,7.96,5.8,3.43,8.18,123,100,100,18.52
21,3.07,2.26,0.14,7.61,130,100,50,16.51
31,2.17,1.52,1.89,5.17,244,100,0,37.81
26,11.1,9.13,2.28,8.87,240,87.22,100,0
34,4.7,3.86,0.89,7.32,45,99.55,50,27.21
18,10.2,6.6,5.05,6.26,83,99.31,,21.79
23,11.99,6.69,1.94,4.79,273,78.9,100,0
20,4.11,2.82,2.22,6.67,268,100,50,44.56
,4.65,3.68,7.19,4.82,243,100,50,64.92
39,8.63,2.62,3.74,6.15,150,100,50,46.23
36,11.65,10.43,3.14,6.04,49,73.16,100,0
36,11.16,4.57,5.79,7.6,294,100,50,60.51
35,7.03,4.09,7.28,4.96,29,100,50,55.64
35,9.95,8.19,0.2,8.11,108,81.66,100,0
16,3.36,1.46,3.59,5.63,166,100,0,49.97
38,11.77,6.9,4.89,6.22,146,97.39,100,0
22,11.64,4.42,2.55,7.86,205,100,50,25.77
25,3.64,1.95,6.18,7.13,143,100,0,67.66
27,4.99,2.03,7.77,5.54,126,100,50,86.51
31,3,1.55,7.55,5.93,25,100,0,100
22,4.72,2.47,2.13,5.53,70,100,50,17.75
35,10.16,9.1,1.81,6.97,155,84.25,100,0
32,5.78,5.18,7.66,5.66,21,100,100,58.57
32,2.88,1.06,3.67,7.63,37,100,0,76.67
28,5.42,3.99,1.67,6.9,268,93.12,50,5.74
29,11.81,3.91,5.66,4.73,204,100,50,45.02
20,8.3,2.64,2.28,5.55,241,99.86,50,28.51
25,6.16,2.24,2.14,5.11,247,100,50,29.22
27,3.67,3.23,7.03,5.95,213,100,50,58.13
39,11.86,10.25,1.3,6.58,229,,,0
15,10.21,4.25,0.52,6.53,91,100,50,17.13
20,,1.91,2.15,7.77,136,100,0,40.83
23,2.7,1.2,4.86,4.95,283,100,0,65.56
22,2.57,1.57,0.98,8.73,24,100,0,60.75
25,3.2,2.05,3.77,5.71,288,100,50,40.53
36,7.81,3.38,5.02,5.5,26,100,50,58.19
33,11.29,8.51,6.79,7.43,40,100,100,45.31
38,6.97,3.39,1.84,8.03,56,100,50,16.16
23,10.43,8.9,6.54,5.89,192,87.26,100,21.91
31,6.46,4.48,1.88,7.73,81,100,50,
26,9.09,5.11,5.41,8.42,225,100,100,32.79
39,9.32,7.21,3.45,7.83,120,94.56,100,11.23
28,3.74,2.96,0.92,4.17,138,92.57,50,3.38
29,5.61,2.66,5.71,8.14,198,100,50,69.59
30,8.37,4.22,1.74,7.87,151,100,50,16.45
36,2.71,2.33,1.41,7.35,94,100,50,18.28
36,5.62,2.24,2.87,7.8,64,100,50,51.71
34,7.35,2.39,5.23,8.9,163,100,50,65.33
15,11.96,6.85,1.87,6.16,156,79.11,100,0
24,6.75,5.27,1.47,4.34,227,79.87,100,0
22,10.16,7.75,0.08,6.3,250,77.99,100,0
32,6.32,,3.77,4.23,291,84.62,100,21.86
15,9.96,6.17,3.43,5.47,114,88.08,,9.65
16,7.95,2.86,1.87,6.93,280,97.76,50,29.47
15,10.87,7.1,0.43,5.55,146,83.38,100,0
15,6.11,4.69,3.43,7.43,186,100,50,8.91
23,8.04,2.86,6.31,8.11,37,100,50,73.09
27,8.3,3.35,5.72,6.1,167,100,50,36.75
15,6.17,1.9,6.89,8.5,266,100,,81.22
27,3.44,2.26,0.08,4.4,149,87.53,50,11.76
34,2.94,2.45,7.73,8.2,285,100,50,89.16
36,2.17,1.52,2.73,8.14,61,100,0,68.5
21,10.74,9.55,7.92,5.61,222,79.19,100,29.89
16,4.36,1.47,2.02,5.49,200,100,0,40.55
20,4.12,3.47,3.77,5.53,200,100,50,29.16
21,9.36,7.38,2.83,8.06,163,91.73,100,0
28,5.2,2.54,2.85,8.16,80,100,50,36.42
32,7.06,6.24,6.74,,228,100,100,51.14
29,3.63,1.72,5.97,6.96,185,100,0,76.98
16,11.6,9.67,7.94,4.69,162,88.1,100,6.88
24,10.52,8.72,4.91,6.34,80,87.9,100,15.13
37,10.64,8.03,3.71,8.99,282,80.08,100,0
26,6.07,3.87,0.72,4.79,143,90.76,50,0.51
31,9.62,3.58,7.97,8.74,257,100,50,84.46
22,3.44,2.13,4.41,8.12,49,100,50,73.08
25,2.09,1.07,5.6,8.86,274,100,0,80.88
17,2.2,1.71,3.25,4.9,109,100,0,47.3
20,7.87,5.94,4.38,5.07,158,94.96,100,1.58
23,6.55,5.54,7.54,4.08,226,97.79,100,
20,7.18,2.22,1.33,7.62,112,100,50,25.84
23,2.07,1.63,2.34,7.22,153,100,0,45.61
21,6.23,5.38,1.22,4.89,223,92.99,100,0
23,9.18,7.1,6.34,7.96,129,100,100,33.59
32,6.43,2.43,0.5,5.5,57,100,50,10.3
26,9.32,3.25,0.65,4.67,41,100,50,15
22,4.33,1.35,2.39,6.11,244,100,0,30.29
22,10.13,6.86,4.11,4.45,187,87.17,100,4.86
32,7.88,5.34,3.25,5.32,154,92.81,,5.03
34,4.11,3.67,0.36,5.86,129,91.76,50,0
29,4.37,2.35,7.66,8.26,243,100,50,92.56
21,8.28,4.13,7.62,7.96,187,100,50,100
25,10.3,6.95,2.23,6.21,126,100,100,0
34,6.16,4.9,5.85,7.62,43,100,50,65.7
30,4.58,3.95,4.63,6.84,,100,50,18.29
18,10.67,8.34,1.9,5.7,190,67.07,100,0
20,8.69,4.83,2.1,7.63,88,99.97,50,3.94
36,6.48,4.41,3.93,7.42,241,100,50,38.22
17,6.88,5.6,3.35,7.1,172,96.4,100,13.52
23,4.04,2.4,2.33,7.09,220,100,50,27.07
24,8.27,3.56,6.46,7.41,238,100,50,54.7
28,5.59,2.25,3.85,5.92,123,100,50,24.92
25,11.96,3.59,5.24,8.35,249,100,50,55.02
32,6.8,4.97,1.51,4.81,73,100,50,0
36,6.86,2.52,4.27,8.42,208,100,50,54.23
26,7.66,3.42,2.54,5.71,241,100,50,15.94
37,11.17,5.35,4.21,4.63,94,92.32,100,11.23
26,10.01,6.37,6.25,7,191,100,100,42
27,6.51,3.51,6.15,5.88,61,100,50,58.81
39,9.19,6.48,2.83,8.08,176,89.85,100,19.84
27,7.86,2.62,5.55,6.15,100,100,50,86.08
33,6.92,2.59,7.53,7.34,227,100,50,86.75
33,3.92,2.35,5.01,5.54,105,100,50,66.92
37,6.64,3.33,1.19,5.05,251,91.44,50,4.23
28,4.46,2.13,5.44,5.94,196,100,50,65.83
18,11.15,3.79,0.84,7.03,126,100,50,6.19
27,5.35,4.48,6.98,7.28,158,100,50,64.59
22,11.52,8.24,4.13,6.89,121,87.88,100,0
37,7.33,2.73,3.08,8.94,49,100,50,66.37
35,8.32,2.82,0.46,7.46,213,90.99,50,22.63
37,7.43,6.57,3.05,8.66,263,89.64,100,15.9
33,3.29,2.33,7.23,4.59,204,100,50,60.24
26,5.76,3.17,0.17,4.31,266,82.63,50,0
32,2.99,2.16,3.8,5.55,137,100,50,54.03
20,8.23,6.2,7.45,4.68,92,100,100,70
32,6.47,4.97,3.16,6.63,88,98.18,50,23.12
33,9.78,5.74,3.43,6.59,261,82.05,100,25.75
36,4.2,2.34,4.63,6.88,171,100,50,
19,3.65,1.12,3.7,7.73,113,100,0,76.06
38,6.06,5.19,1.35,8.86,290,83.81,100,0
23,11.27,7.46,0.15,8.39,248,80.62,100,0
17,9.1,3.84,4.88,4.59,49,100,50,42.69
24,6.19,5.27,7.37,5.69,132,100,100,43.86
33,7.17,6.09,0.85,5.28,167,93.59,100,0
17,2.84,2.54,1.69,4.88,76,100,50,19.09
36,11.85,9.77,2.96,6.72,196,72.39,100,0
29,8.66,7.78,6.47,6.77,75,100,100,16.14
15,4.85,2.17,2.15,5.14,284,100,50,24.65
21,7.86,6.33,7.06,7.56,256,100,100,38.61
26,3.09,2.45,0.44,7.66,297,98.97,50,9.62
,11.66,5.11,7.53,4.1,96,100,100,58.35
35,3.75,1.35,4.49,5.98,143,100,0,58.89
38,8.48,7.53,5.27,,47,97.47,100,29.07
34,4.45,2.13,2.94,6.6,161,100,50,25.36
19,9.18,7.55,6.26,5.74,177,100,100,40.59
18,9.77,2.96,1.33,5.27,186,100,50,18.44
26,8.73,2.73,0.39,5.22,204,92.72,50,0
34,8.14,4.72,3.16,4.5,31,95.53,50,6.38
38,10.92,4.84,6.83,8.09,188,100,50,58.77
32,2.79,1.99,6.04,4.43,125,100,0,53.09
31,5.31,3.39,4.14,5.46,273,97.55,50,30.42
33,4.48,1.55,4.58,4.23,117,100,0,62.2
23,11.88,4.72,1.04,7.91,138,94.69,50,18.17
18,5.89,3.14,6.73,4.2,245,,50,65.91
35,9.33,3.84,6.3,5.54,171,100,50,41.87
16,8.85,6.86,5.25,6.87,222,95.22,100,14.95
18,4.12,2.26,3.73,6.05,182,100,50,53.63
16,4.39,1.56,7.72,5.41,141,100,0,92.05
29,4.81,2.84,7.03,5.38,35,100,50,69.08
16,6.11,2.17,5.16,7.99,125,100,50,77.56
18,,1.64,2.97,8.87,281,100,0,57.55
20,2.2,0.98,4.94,5.74,39,100,0,53.76
21,10.79,8.8,4.6,4.2,263,67.84,100,0
24,11.66,9.97,3.15,4.18,263,61.22,100,0
33,5.42,4.31,2.45,7.8,231,96.75,50,0.5
33,5.39,2.7,3.26,6.76,243,100,50,48.47
36,2.07,0.96,4.59,7.92,281,100,0,74.5
26,8.8,5.54,3.43,7.49,239,98.26,100,16.58
17,10.25,7.51,2.11,8.54,27,100,100,0
27,3.47,3.11,6.09,8.43,33,100,50,
32,3.6,1.36,4.25,7.94,149,100,0,36.58
22,9.9,3.26,,6.38,41,96.4,50,23.93
35,8.16,5.85,2.95,5.54,244,79.67,100,5.02
29,2.45,1.96,7.08,6.54,254,100,0,78.4
15,8.23,6.65,6.04,6.51,218,100,100,51.56
17,5.09,3.6,2.59,7.05,153,100,50,18.28
22,5.69,4.96,7.51,4.93,197,100,50,52.14
,9.7,5.88,0.61,7.28,63,87.94,100,0
30,10.11,8.58,7.69,6.28,27,100,100,59.66
37,6,5.28,1.97,7.1,299,91.93,100,1.1
24,11.47,9.27,0.07,5.2,46,65.5,100,0
26,6.06,2.94,3.47,6.17,70,100,50,56.14
28,9.72,4.06,2.87,5.05,88,95.58,50,29.67
28,6.84,4.3,4.31,8.38,63,100,50,32.46
16,10.98,6.28,6.37,6.44,194,100,100,36.69
37,11.08,9.16,6.74,5.12,138,94.02,100,14.88
19,2.87,,3.21,4.21,288,100,0,37.87
19,11.36,5.16,3.44,7.38,200,100,100,27.17
20,10.26,7.71,1.19,5.07,72,69.37,100,0
27,9.91,3.54,0.38,8.95,210,85.83,50,29.21
23,4.01,1.97,5.13,6.67,213,100,0,66.96
36,10.05,5.35,0.52,5.44,59,93.76,100,0
29,10.5,7.07,5.87,7.29,97,100,100,49.41
28,4.89,1.93,4.31,5.38,208,100,0,51.09
,11.52,9.4,1.59,8.1,114,78.19,100,0
21,2.5,1.42,4.32,5.54,44,100,0,54.59
39,3.5,2.98,1.46,8.94,122,100,50,29.55
34,7.38,4.29,3.51,7.03,178,100,50,28.98
16,7.76,3.61,6.4,8.22,227,100,50,50.29
21,8.45,3.25,3.7,4.36,113,100,50,23.2
20,2.17,,1.19,5.74,58,100,0,22.65
31,11.6,7.18,5.79,7.69,183,98.73,100,13.13
39,2.45,0.89,1.49,7.28,74,100,0,43.53
39,3.43,1.84,5.91,4.97,91,100,0,70.93
16,2.14,1.4,3.83,5.78,61,100,0,45.56
17,7.67,3.57,3.63,5.32,151,100,50,27.01
,11.32,4.59,6.81,7.07,,100,50,71.19
19,8.66,6.62,5.67,5.72,20,100,100,28.72
15,10.23,8.88,0.26,5.55,185,66.41,100,0
22,2.13,0.77,2.37,5.04,79,100,0,37.92
26,,2.92,6.97,6.05,95,100,50,79.76
,6.6,5.78,0.15,4.98,110,81,100,0
18,6.99,2.26,4.36,8.81,226,100,50,59.54
27,2.72,2.41,5.82,4.77,107,100,50,54.81
37,8.84,2.68,4.97,8.57,101,100,50,59.7
29,7.03,5.79,6.08,6.14,36,100,100,50.07
25,9.65,4.67,5.81,5.89,229,100,50,48.98
24,6.85,5.91,5.54,5.16,72,100,100,31.7
17,,1.71,6.57,7.18,147,100,0,92.89
36,8.48,5.87,5.17,7.43,165,100,100,37.05
28,3.72,1.29,3.22,6.34,267,100,0,48.82
30,10.72,4.77,3.78,4.28,20,100,50,14.74
24,8.13,6.21,5.73,8.59,60,100,100,60.76
24,3.57,2.2,7.01,8.9,92,100,50,95.86
26,11.62,9.96,2.18,6.16,179,76.39,100,0
23,7.18,4,2.74,7.07,231,100,50,24.49
15,2.73,2.24,7.45,6.25,158,100,50,83.93
19,,4.71,4.63,5.61,62,100,50,37.42
34,4.53,4.02,1.43,4.39,198,87.5,50,0
22,10.04,8.79,5.31,6.28,208,90.31,100,12.18
25,10.18,5.06,7.93,8.09,265,100,100,64.2
26,11.79,9.8,6.59,4.09,173,77.09,100,0.45
15,7.02,5.68,5.97,6.91,123,100,100,38.56
39,6.55,2.79,1.66,8.4,30,100,50,43.69
36,9.53,6.43,7.01,5.09,44,100,100,34.87
34,3.32,1.14,4.21,4.92,44,100,0,53.31
39,7.47,5.99,7.11,7.86,103,100,100,52.9
25,7.46,3.02,2.64,5.28,125,96.16,50,17.47
19,2.89,0.99,0.5,4.96,,100,0,6.78
29,6.18,3.34,3.81,5.89,138,100,50,24.26
19,10.53,6.8,2.16,5.96,127,93.75,100,0
,10.56,8.58,5.72,8.37,199,92.68,100,26.37
,2.99,2.64,7.66,7.09,150,100,50,77.32
31,2.91,1.64,5.53,6.03,110,100,0,70.29
31,4.63,1.56,7.1,6.67,260,100,0,89.37
38,10.75,8.06,3.62,8.77,266,78.64,100,6.21
26,3.29,,6.17,4.57,187,100,50,50.23
38,9.2,5.23,6.74,5.04,242,95.29,100,25.91
29,3.01,1.46,5.69,8.81,297,100,0,88.45
29,8.23,4.95,4.06,8.79,209,100,50,54.11
20,5.56,2.8,5.01,4.89,38,100,50,65.11
26,,7.46,5.6,4.73,33,100,100,21.99
34,4.34,2.72,2.02,6.11,262,100,50,24.23
,8.39,6.93,6.48,4.25,128,100,100,24.59
28,4.36,2.73,7.6,7.27,209,100,50,81.88
16,9.14,4.05,,4.39,237,95.55,50,12.36
23,10.74,8.71,5.61,4.29,255,86.85,100,0
19,3.27,2.07,5.9,6.43,187,100,50,50.26
34,10.67,4.53,5.3,8.79,287,100,50,59.1
15,7.94,5.35,4.38,6.13,212,97.58,100,30.8
37,3.27,1.68,7.05,5.78,261,100,0,74.34
17,6.28,5.07,3.59,8.99,181,100,100,47.42
20,3.61,2.06,0.49,6.66,298,97.72,50,35.12
19,9,6.62,6.76,5.88,154,100,100,24.53
35,9.59,3.43,5.39,5.93,212,100,50,55.42
19,3.06,1.65,6.79,4.97,108,100,0,76.1
15,7.06,6.28,1.11,6.56,61,84.47,100,7.93
31,10.15,7.97,0.25,6.19,112,67.8,100,0
33,11.36,4.5,7.47,5.35,234,100,50,69.05
28,7.14,3.33,1.18,4.8,20,100,50,15.45
26,11.5,5.73,6.48,5.56,183,99.26,100,52.8
24,7.36,5.08,6.59,6.54,125,100,100,46.97
34,5.94,4.48,5.67,4.29,251,100,50,30.92
35,10.48,7.86,1.05,4.77,65,74.34,100,0
32,6.93,4.2,5.34,8.74,224,100,50,68.09
38,6.72,5.29,7.11,6.71,40,100,100,63.35
25,6.9,3.88,3.4,4.32,196,96.36,50,0
16,10.47,3.92,3.31,7.47,186,100,50,45.37
39,10.32,6.59,3.54,4.31,284,84.11,100,8.67
32,6.04,5.26,0.66,7.69,295,84.25,100,0
39,5.33,4.13,7.14,7.75,27,100,50,84.81
21,6.92,4.48,6.95,7.26,289,100,50,66.21
38,7.73,5.32,7.98,7.66,231,100,100,59.7
29,4.38,3.76,4.68,4.44,182,92.65,50,42.34
25,9.94,5.54,6.01,7.63,64,100,100,51.58
32,6.86,3.42,1.62,4.68,252,98.19,50,0
37,5.34,4.73,5.34,5.7,72,100,50,50.88
26,3.07,2.51,5.2,8.71,,,50,89.06
20,4.39,2.17,7.21,6.51,190,100,50,58.56
34,11.49,6.64,6.65,8.84,25,100,100,59.89
37,5.05,2.77,7.51,4.44,63,100,50,75.91
27,3.69,1.44,6.95,6.39,110,100,0,
34,,5.78,6.95,4.31,215,97.12,100,48.62
30,5.07,2.75,0.51,7.15,23,100,50,7.24
32,2.35,1.94,6.77,4.39,140,100,0,70.77
24,5.23,2.16,4.86,4.88,82,100,50,45.77
37,7.44,4.68,3.04,5.29,111,100,50,5.82
22,7.52,2.36,0.45,7.74,266,100,50,20.05
32,5.57,4.23,5.42,4.82,,100,50,
35,6.47,4.2,,8.23,250,92.61,50,39.15
15,11.66,7.87,3.74,4.66,207,76.75,100,0
37,5.77,1.91,,4.18,187,100,0,63.11
22,4.58,1.95,7.29,5.98,283,100,0,86.69
20,4.43,1.53,6.6,8.9,124,100,0,100
19,6.58,3.11,3.6,4.55,243,100,50,23.67
29,9.6,6.49,3.1,4.51,134,96.23,100,0
36,4.06,2.6,1.92,7.76,254,99.3,50,20.7
29,9.09,6.07,2.98,5.56,291,,100,1.71
16,2.21,1.39,0.89,7.59,293,100,0,18.95
15,6.19,2.87,7.77,5,249,100,50,83.63
37,9.76,4.36,4.59,6.3,236,99.99,50,26.28
37,5.39,2.06,1.02,5.33,53,100,50,14.42
25,7.64,6.18,2.82,6.26,216,92.03,100,9.03
24,4.05,2.71,4.38,7.85,233,100,50,59.43
32,9.42,3.88,4.26,7.81,65,100,50,37.21
32,2.52,1.02,0.28,6.58,259,100,0,13.77
31,10.53,8.67,7.61,8.64,273,96.02,100,38.67
22,3.98,2.97,2.2,5.32,247,89.89,50,15.75
29,10.74,7.47,0.13,5.2,240,63.5,100,0
22,5.53,3.01,0.61,7.07,185,96.32,50,19.37
31,9.23,4.22,4.64,7.11,,100,50,44.02
26,5.19,4.61,1.1,4.23,244,84.21,50,0
22,11.06,8.61,0.33,7.04,105,74.88,100,0
39,3.27,1.57,3.04,5.87,100,100,0,59.2
28,3.79,3.06,4.98,7.74,234,100,50,61.12
18,6.93,5.23,0.89,8.04,183,89.18,100,0
15,2.82,1.35,,6.76,259,100,0,52.62
15,3.96,2.2,3.34,4.01,88,100,50,36.91
33,11.44,4.71,1.28,7.18,156,87.33,,8.54
30,11.76,4.31,4.05,7.74,171,100,50,39.64
,5.76,4.23,0.68,5.24,116,92.32,50,5.84
35,11.23,5.17,0.37,6.32,177,82.7,100,4.76
30,7.45,5.9,4.16,8.83,205,100,100,42.39
19,4.7,4.22,1.98,5.49,187,92.24,50,8.2
23,9.02,3.12,0.76,5.12,263,95.81,50,13.74
16,8.59,5.02,3.39,5.05,138,95.94,100,12.24
32,11.89,9.29,7.32,6.79,215,85.98,100,
20,4.65,3.6,5.79,8.75,84,100,50,
23,8.72,6.59,6.52,7.04,181,100,100,
15,2.52,1.28,6.98,5.52,104,100,0,84.04
23,3.14,1.8,7.78,7.19,78,100,0,100
39,2.04,1.34,6.11,7.12,169,100,0,66.41
30,11.99,10.6,4.87,6.98,140,85.38,100,0
27,10.02,4.98,2.92,4.8,288,76.37,50,0
23,9.87,8.43,1.45,7.17,274,72.85,100,0
35,7.1,3.28,5.49,6.15,243,100,50,51.8
27,5,4.47,7.96,4.09,74,100,50,79.3
23,3.51,2.46,3.74,6.7,155,100,50,59.75
25,4.85,2.8,5.79,8.95,209,100,50,87.93
18,5.76,3.85,3.96,5.75,272,,50,33.84
16,9.56,4.43,3.46,8.83,103,100,50,37.35
20,7.4,3.44,3.28,4.48,196,97.32,50,25.15
28,2.77,1.02,4.04,7.66,113,100,0,52.99
18,2.18,0.8,2.94,4.57,54,100,0,59.68
20,3.02,1.54,5.99,5.37,231,100,0,49.66
33,6.1,4.62,6.99,6.85,145,100,50,61.56
20,11.33,7.53,7.06,6.96,249,95.13,100,37.68
16,8.37,3.03,1.82,7.88,,100,50,36.22
32,10.02,8.13,7.17,7.08,33,100,100,45.46
27,6.66,4.4,2.73,6.97,93,100,50,29.22
23,5.62,4.93,2.47,8.56,71,100,50,2.43
37,3.08,2.16,5.81,6.26,226,100,50,63.66
33,10.76,4.36,2.44,5.13,62,99.59,50,6.97
27,9.83,5.74,0.42,4.81,22,92.15,100,0
25,3.68,2.54,2.99,6,114,100,50,34.84
15,7.12,2.26,5.77,7.56,257,100,50,71.92
38,6.87,2.12,2.62,4.21,186,97.82,50,12.78
36,8.25,3.12,5.04,4.65,38,100,50,48.57
21,11.46,5.17,5.28,4.53,226,88.28,100,44.81
39,7.8,4.35,5.87,6.93,249,100,50,72.37
35,7.4,4.38,7.18,5.21,233,100,50,69.32
29,2.5,0.96,3.46,4.83,75,100,0,30.52
15,2.63,1.85,1.33,6.96,151,100,0,25.87
26,3.87,2.55,2.55,7.81,28,100,50,38.32
21,2.32,1.11,3.46,5.66,250,100,0,48.05
29,9.43,2.91,5.71,6.89,172,100,50,76.38
35,9.23,3.2,0.1,4.49,209,86.71,50,0
33,3.36,1.8,2.53,8.68,35,100,0,44.06
39,10.36,4.07,6.24,5.68,222,100,50,63.19
15,3.55,1.87,5.37,,193,,0,81.62
31,5.01,3.39,5.85,8.89,187,100,50,77.94
31,4.49,2.82,6.49,7.89,53,100,50,90.3
17,5.72,,6.27,,248,100,50,52.29
26,4.55,2.3,5.46,6.72,20,100,50,57.39
20,6.89,4.61,3.52,4.43,134,91.07,,18.62
25,6.07,4.96,7.87,8.48,233,100,50,70.99
17,11.87,8.93,4.55,7.95,273,88.61,100,6.35
22,2.56,1.62,1.62,8.86,164,100,0,56.79
28,3.42,1.77,2.34,7.04,66,100,0,44.46
28,2.53,1.31,5.55,6.61,299,100,0,87.5
24,8.26,6.84,7.4,,197,100,100,49.27
16,2.55,0.83,1.43,5.93,232,100,0,27.49
28,10.36,9.25,0.66,6.34,264,59.17,100,0
23,7.12,4.97,7.05,7.18,272,100,50,60.72
17,7.27,5.15,7.32,8.66,225,100,100,59.39
35,7.62,2.46,2.21,6.98,91,100,50,39.93
22,3.71,2.46,3.02,8.29,241,100,50,43.61
30,3.98,2.35,5.28,8.31,234,100,50,67.07
16,5.19,1.89,2.64,6.59,160,100,0,40.28
20,7.93,3.7,7.02,5.74,175,100,50,66.38
35,4.1,3.42,0.86,7.2,241,100,50,9.67
39,3.16,1.99,0.3,6.23,250,96.95,0,32.1
26,11.7,6.41,1.67,4.41,161,77.21,100,0
19,2.22,0.76,2.29,5.89,94,100,0,
16,10.03,7.31,0.9,8.97,59,90.65,100,6.16
30,9.88,7.13,0.53,4.24,292,61.09,100,0
19,4.97,3.32,6.04,7.48,89,100,50,69.13
29,3.36,2.04,1.31,8.21,130,100,50,37.49
26,3.46,1.94,7.31,7.24,253,100,0,87.9
18,8.97,5.88,2.94,6.85,216,90.17,100,11.45
29,8.43,,5.36,7.54,218,100,50,61.33
25,9.83,8.5,1.8,6.15,43,86.4,100,0
30,11.37,7.43,1.92,4.46,166,77.06,,0
37,8.92,4.34,4.6,8.81,81,100,50,48.7
20,3.56,2.03,4.49,6.16,86,100,50,49.69
28,4.43,3.47,6.15,7.33,49,100,50,77.71
32,10.42,4.14,6.06,6.66,126,100,50,67.32
,4.09,1.95,5.37,4.27,185,100,0,65.27
25,2.73,1.93,3.59,8.76,140,100,0,68.57
27,9.03,4.42,7.13,7.96,30,100,50,62.87
35,6.03,4.68,4.98,4.75,91,100,50,34.84
37,11.2,4.24,7.92,8.91,272,100,50,92.77
25,8.5,6.44,6.55,7.68,138,100,100,23.05
37,2.9,0.99,0.35,6.36,27,100,0,42.83
30,11.48,3.53,2.56,7.06,234,93.07,50,13.1
29,4.59,3.85,4.58,4.53,240,100,50,21.55
35,5.37,3.48,5.77,6.8,99,100,50,68.55
29,6.02,3.08,4.4,4.37,91,100,50,57.97
39,2.51,1.1,6.29,6.72,219,,0,71.79
18,6.97,4.67,2.26,6.76,192,99.79,50,5.42
25,3.23,1.96,1.47,8.37,253,100,0,45.83
33,6.01,5.38,0.43,7.63,280,78.61,100,0
29,5.51,4.9,4.59,5.25,164,100,50,25.55
18,,6.63,5.51,8.44,41,100,100,45.13
35,10.03,5.67,2.61,6.87,97,100,100,34.02
27,3.53,2.1,4.91,7.03,249,100,50,67.68
36,5.67,4.02,0.42,4.84,179,93.21,50,
33,5.73,2.07,0.79,8.29,33,100,,37.6
16,3.51,1.74,5.61,8.65,255,100,0,81.94
28,9.98,3.44,2.94,7.87,167,100,50,45.35
18,9.07,3.12,5.37,8.7,169,100,50,60.79
30,3.9,1.63,6.65,5.51,49,100,0,78.86
35,5.67,3.35,6.82,8.31,180,100,50,77.35
34,3.06,2.36,1.38,6.44,280,95.62,50,9.46
28,8.28,4.9,3.89,,37,100,50,11.71
29,3.21,1.61,5.87,7.34,82,100,0,94.02
17,11.86,4.14,6.19,7.42,154,100,50,68.35
